airport,carrier,carrier_name,month,airport_name
DEN,B6,JetBlue Airways,8,"Denver, CO: Denver International"
DFW,B6,JetBlue Airways,8,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DTW,B6,JetBlue Airways,8,"Detroit, MI: Detroit Metro Wayne County"
EWR,B6,JetBlue Airways,8,"Newark, NJ: Newark Liberty International"
FLL,B6,JetBlue Airways,8,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
HPN,B6,JetBlue Airways,8,"White Plains, NY: Westchester County"
HYA,B6,JetBlue Airways,8,"Hyannis, MA: Cape Cod Gateway"
IAH,B6,JetBlue Airways,8,"Houston, TX: George Bush Intercontinental/Houston"
JAX,B6,JetBlue Airways,8,"Jacksonville, FL: Jacksonville International"
JFK,B6,JetBlue Airways,8,"New York, NY: John F. Kennedy International"
LAS,B6,JetBlue Airways,8,"Las Vegas, NV: Harry Reid International"
LAX,B6,JetBlue Airways,8,"Los Angeles, CA: Los Angeles International"
LGA,B6,JetBlue Airways,8,"New York, NY: LaGuardia"
MCI,B6,JetBlue Airways,8,"Kansas City, MO: Kansas City International"
MCO,B6,JetBlue Airways,8,"Orlando, FL: Orlando International"
MIA,B6,JetBlue Airways,8,"Miami, FL: Miami International"
MKE,B6,JetBlue Airways,8,"Milwaukee, WI: General Mitchell International"
MSP,B6,JetBlue Airways,8,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,B6,JetBlue Airways,8,"New Orleans, LA: Louis Armstrong New Orleans International"
MVY,B6,JetBlue Airways,8,"Martha's Vineyard, MA: Martha's Vineyard Airport"
ONT,B6,JetBlue Airways,8,"Ontario, CA: Ontario International"
ORD,B6,JetBlue Airways,8,"Chicago, IL: Chicago O'Hare International"
ORH,B6,JetBlue Airways,8,"Worcester, MA: Worcester Regional"
PBI,B6,JetBlue Airways,8,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,B6,JetBlue Airways,8,"Portland, OR: Portland International"
PHL,B6,JetBlue Airways,8,"Philadelphia, PA: Philadelphia International"
PHX,B6,JetBlue Airways,8,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,B6,JetBlue Airways,8,"Pittsburgh, PA: Pittsburgh International"
PSE,B6,JetBlue Airways,8,"Ponce, PR: Mercedita"
PVD,B6,JetBlue Airways,8,"Providence, RI: Rhode Island Tf Green International"
PWM,B6,JetBlue Airways,8,"Portland, ME: Portland International Jetport"
RDU,B6,JetBlue Airways,8,"Raleigh/Durham, NC: Raleigh-Durham International"
RIC,B6,JetBlue Airways,8,"Richmond, VA: Richmond International"
RNO,B6,JetBlue Airways,8,"Reno, NV: Reno/Tahoe International"
ROC,B6,JetBlue Airways,8,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RSW,B6,JetBlue Airways,8,"Fort Myers, FL: Southwest Florida International"
SAN,B6,JetBlue Airways,8,"San Diego, CA: San Diego International"
SAT,B6,JetBlue Airways,8,"San Antonio, TX: San Antonio International"
SAV,B6,JetBlue Airways,8,"Savannah, GA: Savannah/Hilton Head International"
SEA,B6,JetBlue Airways,8,"Seattle, WA: Seattle/Tacoma International"
SFO,B6,JetBlue Airways,8,"San Francisco, CA: San Francisco International"
SJC,B6,JetBlue Airways,8,"San Jose, CA: Norman Y. Mineta San Jose International"
SJU,B6,JetBlue Airways,8,"San Juan, PR: Luis Munoz Marin International"
SLC,B6,JetBlue Airways,8,"Salt Lake City, UT: Salt Lake City International"
SMF,B6,JetBlue Airways,8,"Sacramento, CA: Sacramento International"
SRQ,B6,JetBlue Airways,8,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STT,B6,JetBlue Airways,8,"Charlotte Amalie, VI: Cyril E King"
SYR,B6,JetBlue Airways,8,"Syracuse, NY: Syracuse Hancock International"
TPA,B6,JetBlue Airways,8,"Tampa, FL: Tampa International"
ABQ,DL,Delta Air Lines Inc.,8,"Albuquerque, NM: Albuquerque International Sunport"
ALB,DL,Delta Air Lines Inc.,8,"Albany, NY: Albany International"
ANC,DL,Delta Air Lines Inc.,8,"Anchorage, AK: Ted Stevens Anchorage International"
ATL,DL,Delta Air Lines Inc.,8,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
ATW,DL,Delta Air Lines Inc.,8,"Appleton, WI: Appleton International"
AUS,DL,Delta Air Lines Inc.,8,"Austin, TX: Austin - Bergstrom International"
AVL,DL,Delta Air Lines Inc.,8,"Asheville, NC: Asheville Regional"
BDL,DL,Delta Air Lines Inc.,8,"Hartford, CT: Bradley International"
BHM,DL,Delta Air Lines Inc.,8,"Birmingham, AL: Birmingham-Shuttlesworth International"
BIL,DL,Delta Air Lines Inc.,8,"Billings, MT: Billings Logan International"
BIS,DL,Delta Air Lines Inc.,8,"Bismarck/Mandan, ND: Bismarck Municipal"
BNA,DL,Delta Air Lines Inc.,8,"Nashville, TN: Nashville International"
BOI,DL,Delta Air Lines Inc.,8,"Boise, ID: Boise Air Terminal"
BOS,DL,Delta Air Lines Inc.,8,"Boston, MA: Logan International"
BTR,DL,Delta Air Lines Inc.,8,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
BTV,DL,Delta Air Lines Inc.,8,"Burlington, VT: Burlington International"
BUF,DL,Delta Air Lines Inc.,8,"Buffalo, NY: Buffalo Niagara International"
BWI,DL,Delta Air Lines Inc.,8,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,DL,Delta Air Lines Inc.,8,"Bozeman, MT: Bozeman Yellowstone International"
CAE,DL,Delta Air Lines Inc.,8,"Columbia, SC: Columbia Metropolitan"
CHA,DL,Delta Air Lines Inc.,8,"Chattanooga, TN: Lovell Field"
CHO,DL,Delta Air Lines Inc.,8,"Charlottesville, VA: Charlottesville Albemarle"
CHS,DL,Delta Air Lines Inc.,8,"Charleston, SC: Charleston AFB/International"
CID,DL,Delta Air Lines Inc.,8,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,DL,Delta Air Lines Inc.,8,"Cleveland, OH: Cleveland-Hopkins International"
CLT,DL,Delta Air Lines Inc.,8,"Charlotte, NC: Charlotte Douglas International"
CMH,DL,Delta Air Lines Inc.,8,"Columbus, OH: John Glenn Columbus International"
COS,DL,Delta Air Lines Inc.,8,"Colorado Springs, CO: City of Colorado Springs Municipal"
CVG,DL,Delta Air Lines Inc.,8,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DAB,DL,Delta Air Lines Inc.,8,"Daytona Beach, FL: Daytona Beach International"
DAL,DL,Delta Air Lines Inc.,8,"Dallas, TX: Dallas Love Field"
DAY,DL,Delta Air Lines Inc.,8,"Dayton, OH: James M Cox/Dayton International"
DCA,DL,Delta Air Lines Inc.,8,"Washington, DC: Ronald Reagan Washington National"
DEN,DL,Delta Air Lines Inc.,8,"Denver, CO: Denver International"
DFW,DL,Delta Air Lines Inc.,8,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DSM,DL,Delta Air Lines Inc.,8,"Des Moines, IA: Des Moines International"
DTW,DL,Delta Air Lines Inc.,8,"Detroit, MI: Detroit Metro Wayne County"
ECP,DL,Delta Air Lines Inc.,8,"Panama City, FL: Northwest Florida Beaches International"
ELP,DL,Delta Air Lines Inc.,8,"El Paso, TX: El Paso International"
EWR,DL,Delta Air Lines Inc.,8,"Newark, NJ: Newark Liberty International"
EYW,DL,Delta Air Lines Inc.,8,"Key West, FL: Key West International"
FAI,DL,Delta Air Lines Inc.,8,"Fairbanks, AK: Fairbanks International"
FAR,DL,Delta Air Lines Inc.,8,"Fargo, ND: Hector International"
FAY,DL,Delta Air Lines Inc.,8,"Fayetteville, NC: Fayetteville Regional/Grannis Field"
FCA,DL,Delta Air Lines Inc.,8,"Kalispell, MT: Glacier Park International"
FLL,DL,Delta Air Lines Inc.,8,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FSD,DL,Delta Air Lines Inc.,8,"Sioux Falls, SD: Joe Foss Field"
GEG,DL,Delta Air Lines Inc.,8,"Spokane, WA: Spokane International"
GNV,DL,Delta Air Lines Inc.,8,"Gainesville, FL: Gainesville Regional"
GPT,DL,Delta Air Lines Inc.,8,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
GRB,DL,Delta Air Lines Inc.,8,"Green Bay, WI: Green Bay Austin Straubel International"
GRR,DL,Delta Air Lines Inc.,8,"Grand Rapids, MI: Gerald R. Ford International"
GSO,DL,Delta Air Lines Inc.,8,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,DL,Delta Air Lines Inc.,8,"Greer, SC: Greenville-Spartanburg International"
HNL,DL,Delta Air Lines Inc.,8,"Honolulu, HI: Daniel K Inouye International"
HOU,DL,Delta Air Lines Inc.,8,"Houston, TX: William P Hobby"
HPN,DL,Delta Air Lines Inc.,8,"White Plains, NY: Westchester County"
HSV,DL,Delta Air Lines Inc.,8,"Huntsville, AL: Huntsville International-Carl T Jones Field"
IAD,DL,Delta Air Lines Inc.,8,"Washington, DC: Washington Dulles International"
IAH,DL,Delta Air Lines Inc.,8,"Houston, TX: George Bush Intercontinental/Houston"
ICT,DL,Delta Air Lines Inc.,8,"Wichita, KS: Wichita Dwight D Eisenhower National"
ILM,DL,Delta Air Lines Inc.,8,"Wilmington, NC: Wilmington International"
IND,DL,Delta Air Lines Inc.,8,"Indianapolis, IN: Indianapolis International"
JAC,DL,Delta Air Lines Inc.,8,"Jackson, WY: Jackson Hole"
JAN,DL,Delta Air Lines Inc.,8,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
JAX,DL,Delta Air Lines Inc.,8,"Jacksonville, FL: Jacksonville International"
JFK,DL,Delta Air Lines Inc.,8,"New York, NY: John F. Kennedy International"
JNU,DL,Delta Air Lines Inc.,8,"Juneau, AK: Juneau International"
KOA,DL,Delta Air Lines Inc.,8,"Kona, HI: Ellison Onizuka Kona International at Keahole"
LAS,DL,Delta Air Lines Inc.,8,"Las Vegas, NV: Harry Reid International"
LAX,DL,Delta Air Lines Inc.,8,"Los Angeles, CA: Los Angeles International"
LEX,DL,Delta Air Lines Inc.,8,"Lexington, KY: Blue Grass"
LGA,DL,Delta Air Lines Inc.,8,"New York, NY: LaGuardia"
LIH,DL,Delta Air Lines Inc.,8,"Lihue, HI: Lihue Airport"
LIT,DL,Delta Air Lines Inc.,8,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,DL,Delta Air Lines Inc.,8,"Kansas City, MO: Kansas City International"
MCO,DL,Delta Air Lines Inc.,8,"Orlando, FL: Orlando International"
MDT,DL,Delta Air Lines Inc.,8,"Harrisburg, PA: Harrisburg International"
MDW,DL,Delta Air Lines Inc.,8,"Chicago, IL: Chicago Midway International"
MEM,DL,Delta Air Lines Inc.,8,"Memphis, TN: Memphis International"
MIA,DL,Delta Air Lines Inc.,8,"Miami, FL: Miami International"
MKE,DL,Delta Air Lines Inc.,8,"Milwaukee, WI: General Mitchell International"
MLB,DL,Delta Air Lines Inc.,8,"Melbourne, FL: Melbourne Orlando International"
MOB,DL,Delta Air Lines Inc.,8,"Mobile, AL: Mobile Regional"
MSN,DL,Delta Air Lines Inc.,8,"Madison, WI: Dane County Regional-Truax Field"
MSO,DL,Delta Air Lines Inc.,8,"Missoula, MT: Missoula Montana"
MSP,DL,Delta Air Lines Inc.,8,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,DL,Delta Air Lines Inc.,8,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,DL,Delta Air Lines Inc.,8,"Myrtle Beach, SC: Myrtle Beach International"
OAJ,DL,Delta Air Lines Inc.,8,"Jacksonville/Camp Lejeune, NC: Albert J Ellis"
OAK,DL,Delta Air Lines Inc.,8,"Oakland, CA: Metro Oakland International"
OGG,DL,Delta Air Lines Inc.,8,"Kahului, HI: Kahului Airport"
OKC,DL,Delta Air Lines Inc.,8,"Oklahoma City, OK: Will Rogers World"
OMA,DL,Delta Air Lines Inc.,8,"Omaha, NE: Eppley Airfield"
ONT,DL,Delta Air Lines Inc.,8,"Ontario, CA: Ontario International"
ORD,DL,Delta Air Lines Inc.,8,"Chicago, IL: Chicago O'Hare International"
ORF,DL,Delta Air Lines Inc.,8,"Norfolk, VA: Norfolk International"
PBI,DL,Delta Air Lines Inc.,8,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,DL,Delta Air Lines Inc.,8,"Portland, OR: Portland International"
PHL,DL,Delta Air Lines Inc.,8,"Philadelphia, PA: Philadelphia International"
PHX,DL,Delta Air Lines Inc.,8,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,DL,Delta Air Lines Inc.,8,"Pittsburgh, PA: Pittsburgh International"
PNS,DL,Delta Air Lines Inc.,8,"Pensacola, FL: Pensacola International"
PSC,DL,Delta Air Lines Inc.,8,"Pasco/Kennewick/Richland, WA: Tri Cities"
PVD,DL,Delta Air Lines Inc.,8,"Providence, RI: Rhode Island Tf Green International"
PWM,DL,Delta Air Lines Inc.,8,"Portland, ME: Portland International Jetport"
RAP,DL,Delta Air Lines Inc.,8,"Rapid City, SD: Rapid City Regional"
RDU,DL,Delta Air Lines Inc.,8,"Raleigh/Durham, NC: Raleigh-Durham International"
RIC,DL,Delta Air Lines Inc.,8,"Richmond, VA: Richmond International"
RNO,DL,Delta Air Lines Inc.,8,"Reno, NV: Reno/Tahoe International"
ROA,DL,Delta Air Lines Inc.,8,"Roanoke, VA: Roanoke Blacksburg Regional"
ROC,DL,Delta Air Lines Inc.,8,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RST,DL,Delta Air Lines Inc.,8,"Rochester, MN: Rochester International"
RSW,DL,Delta Air Lines Inc.,8,"Fort Myers, FL: Southwest Florida International"
SAN,DL,Delta Air Lines Inc.,8,"San Diego, CA: San Diego International"
SAT,DL,Delta Air Lines Inc.,8,"San Antonio, TX: San Antonio International"
SAV,DL,Delta Air Lines Inc.,8,"Savannah, GA: Savannah/Hilton Head International"
SDF,DL,Delta Air Lines Inc.,8,"Louisville, KY: Louisville Muhammad Ali International"
SEA,DL,Delta Air Lines Inc.,8,"Seattle, WA: Seattle/Tacoma International"
SFO,DL,Delta Air Lines Inc.,8,"San Francisco, CA: San Francisco International"
SGF,DL,Delta Air Lines Inc.,8,"Springfield, MO: Springfield-Branson National"
SJC,DL,Delta Air Lines Inc.,8,"San Jose, CA: Norman Y. Mineta San Jose International"
SJU,DL,Delta Air Lines Inc.,8,"San Juan, PR: Luis Munoz Marin International"
SLC,DL,Delta Air Lines Inc.,8,"Salt Lake City, UT: Salt Lake City International"
SMF,DL,Delta Air Lines Inc.,8,"Sacramento, CA: Sacramento International"
SNA,DL,Delta Air Lines Inc.,8,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,DL,Delta Air Lines Inc.,8,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,DL,Delta Air Lines Inc.,8,"St. Louis, MO: St Louis Lambert International"
STT,DL,Delta Air Lines Inc.,8,"Charlotte Amalie, VI: Cyril E King"
STX,DL,Delta Air Lines Inc.,8,"Christiansted, VI: Henry E. Rohlsen"
SYR,DL,Delta Air Lines Inc.,8,"Syracuse, NY: Syracuse Hancock International"
TLH,DL,Delta Air Lines Inc.,8,"Tallahassee, FL: Tallahassee International"
TPA,DL,Delta Air Lines Inc.,8,"Tampa, FL: Tampa International"
TUL,DL,Delta Air Lines Inc.,8,"Tulsa, OK: Tulsa International"
TUS,DL,Delta Air Lines Inc.,8,"Tucson, AZ: Tucson International"
TVC,DL,Delta Air Lines Inc.,8,"Traverse City, MI: Cherry Capital"
TYS,DL,Delta Air Lines Inc.,8,"Knoxville, TN: McGhee Tyson"
VPS,DL,Delta Air Lines Inc.,8,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,DL,Delta Air Lines Inc.,8,"Fayetteville, AR: Northwest Arkansas National"
ATL,F9,Frontier Airlines Inc.,8,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,F9,Frontier Airlines Inc.,8,"Austin, TX: Austin - Bergstrom International"
BDL,F9,Frontier Airlines Inc.,8,"Hartford, CT: Bradley International"
BMI,F9,Frontier Airlines Inc.,8,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,F9,Frontier Airlines Inc.,8,"Nashville, TN: Nashville International"
BOS,F9,Frontier Airlines Inc.,8,"Boston, MA: Logan International"
BQN,F9,Frontier Airlines Inc.,8,"Aguadilla, PR: Rafael Hernandez"
BUF,F9,Frontier Airlines Inc.,8,"Buffalo, NY: Buffalo Niagara International"
BWI,F9,Frontier Airlines Inc.,8,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
CHS,F9,Frontier Airlines Inc.,8,"Charleston, SC: Charleston AFB/International"
CID,F9,Frontier Airlines Inc.,8,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,F9,Frontier Airlines Inc.,8,"Cleveland, OH: Cleveland-Hopkins International"
CLT,F9,Frontier Airlines Inc.,8,"Charlotte, NC: Charlotte Douglas International"
CMH,F9,Frontier Airlines Inc.,8,"Columbus, OH: John Glenn Columbus International"
CVG,F9,Frontier Airlines Inc.,8,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DCA,F9,Frontier Airlines Inc.,8,"Washington, DC: Ronald Reagan Washington National"
DEN,F9,Frontier Airlines Inc.,8,"Denver, CO: Denver International"
DFW,F9,Frontier Airlines Inc.,8,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DSM,F9,Frontier Airlines Inc.,8,"Des Moines, IA: Des Moines International"
DTW,F9,Frontier Airlines Inc.,8,"Detroit, MI: Detroit Metro Wayne County"
ELP,F9,Frontier Airlines Inc.,8,"El Paso, TX: El Paso International"
FAR,F9,Frontier Airlines Inc.,8,"Fargo, ND: Hector International"
FLL,F9,Frontier Airlines Inc.,8,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FSD,F9,Frontier Airlines Inc.,8,"Sioux Falls, SD: Joe Foss Field"
GRB,F9,Frontier Airlines Inc.,8,"Green Bay, WI: Green Bay Austin Straubel International"
GRR,F9,Frontier Airlines Inc.,8,"Grand Rapids, MI: Gerald R. Ford International"
HOU,F9,Frontier Airlines Inc.,8,"Houston, TX: William P Hobby"
IAH,F9,Frontier Airlines Inc.,8,"Houston, TX: George Bush Intercontinental/Houston"
IND,F9,Frontier Airlines Inc.,8,"Indianapolis, IN: Indianapolis International"
ISP,F9,Frontier Airlines Inc.,8,"Islip, NY: Long Island MacArthur"
JAX,F9,Frontier Airlines Inc.,8,"Jacksonville, FL: Jacksonville International"
LAS,F9,Frontier Airlines Inc.,8,"Las Vegas, NV: Harry Reid International"
LGA,F9,Frontier Airlines Inc.,8,"New York, NY: LaGuardia"
LIT,F9,Frontier Airlines Inc.,8,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,F9,Frontier Airlines Inc.,8,"Kansas City, MO: Kansas City International"
MCO,F9,Frontier Airlines Inc.,8,"Orlando, FL: Orlando International"
MDT,F9,Frontier Airlines Inc.,8,"Harrisburg, PA: Harrisburg International"
MDW,F9,Frontier Airlines Inc.,8,"Chicago, IL: Chicago Midway International"
MEM,F9,Frontier Airlines Inc.,8,"Memphis, TN: Memphis International"
MIA,F9,Frontier Airlines Inc.,8,"Miami, FL: Miami International"
MKE,F9,Frontier Airlines Inc.,8,"Milwaukee, WI: General Mitchell International"
MSN,F9,Frontier Airlines Inc.,8,"Madison, WI: Dane County Regional-Truax Field"
MSP,F9,Frontier Airlines Inc.,8,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,F9,Frontier Airlines Inc.,8,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,F9,Frontier Airlines Inc.,8,"Myrtle Beach, SC: Myrtle Beach International"
OKC,F9,Frontier Airlines Inc.,8,"Oklahoma City, OK: Will Rogers World"
OMA,F9,Frontier Airlines Inc.,8,"Omaha, NE: Eppley Airfield"
ONT,F9,Frontier Airlines Inc.,8,"Ontario, CA: Ontario International"
ORD,F9,Frontier Airlines Inc.,8,"Chicago, IL: Chicago O'Hare International"
ORF,F9,Frontier Airlines Inc.,8,"Norfolk, VA: Norfolk International"
PBI,F9,Frontier Airlines Inc.,8,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,F9,Frontier Airlines Inc.,8,"Portland, OR: Portland International"
PHL,F9,Frontier Airlines Inc.,8,"Philadelphia, PA: Philadelphia International"
PHX,F9,Frontier Airlines Inc.,8,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,F9,Frontier Airlines Inc.,8,"Pittsburgh, PA: Pittsburgh International"
PNS,F9,Frontier Airlines Inc.,8,"Pensacola, FL: Pensacola International"
PSE,F9,Frontier Airlines Inc.,8,"Ponce, PR: Mercedita"
PWM,F9,Frontier Airlines Inc.,8,"Portland, ME: Portland International Jetport"
RDU,F9,Frontier Airlines Inc.,8,"Raleigh/Durham, NC: Raleigh-Durham International"
RSW,F9,Frontier Airlines Inc.,8,"Fort Myers, FL: Southwest Florida International"
SAN,F9,Frontier Airlines Inc.,8,"San Diego, CA: San Diego International"
SAT,F9,Frontier Airlines Inc.,8,"San Antonio, TX: San Antonio International"
SAV,F9,Frontier Airlines Inc.,8,"Savannah, GA: Savannah/Hilton Head International"
SEA,F9,Frontier Airlines Inc.,8,"Seattle, WA: Seattle/Tacoma International"
SFO,F9,Frontier Airlines Inc.,8,"San Francisco, CA: San Francisco International"
SJU,F9,Frontier Airlines Inc.,8,"San Juan, PR: Luis Munoz Marin International"
SLC,F9,Frontier Airlines Inc.,8,"Salt Lake City, UT: Salt Lake City International"
SMF,F9,Frontier Airlines Inc.,8,"Sacramento, CA: Sacramento International"
SNA,F9,Frontier Airlines Inc.,8,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,F9,Frontier Airlines Inc.,8,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,F9,Frontier Airlines Inc.,8,"St. Louis, MO: St Louis Lambert International"
STT,F9,Frontier Airlines Inc.,8,"Charlotte Amalie, VI: Cyril E King"
SYR,F9,Frontier Airlines Inc.,8,"Syracuse, NY: Syracuse Hancock International"
TPA,F9,Frontier Airlines Inc.,8,"Tampa, FL: Tampa International"
TTN,F9,Frontier Airlines Inc.,8,"Trenton, NJ: Trenton Mercer"
TYS,F9,Frontier Airlines Inc.,8,"Knoxville, TN: McGhee Tyson"
XNA,F9,Frontier Airlines Inc.,8,"Fayetteville, AR: Northwest Arkansas National"
ABE,G4,Allegiant Air,8,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ALB,G4,Allegiant Air,8,"Albany, NY: Albany International"
ATW,G4,Allegiant Air,8,"Appleton, WI: Appleton International"
AUS,G4,Allegiant Air,8,"Austin, TX: Austin - Bergstrom International"
AVL,G4,Allegiant Air,8,"Asheville, NC: Asheville Regional"
AZA,G4,Allegiant Air,8,"Phoenix, AZ: Phoenix - Mesa Gateway"
BGR,G4,Allegiant Air,8,"Bangor, ME: Bangor International"
BIL,G4,Allegiant Air,8,"Billings, MT: Billings Logan International"
BIS,G4,Allegiant Air,8,"Bismarck/Mandan, ND: Bismarck Municipal"
BLI,G4,Allegiant Air,8,"Bellingham, WA: Bellingham International"
BLV,G4,Allegiant Air,8,"Belleville, IL: Scott AFB MidAmerica St Louis"
BMI,G4,Allegiant Air,8,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,G4,Allegiant Air,8,"Nashville, TN: Nashville International"
BOI,G4,Allegiant Air,8,"Boise, ID: Boise Air Terminal"
BOS,G4,Allegiant Air,8,"Boston, MA: Logan International"
BWI,G4,Allegiant Air,8,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
